product,product_information,price,price_ordinary,customer_discount_percentage,customer_offer_valid_from,customer_offer_valid_to,member_offer,member_offer_available_from,member_offer_available_to,product_link,member_price,member_price_valid_from,member_price_valid_to,produkter_kategorier,links
Frø Mix,Slyngplanter,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-mix-slyngplanter-200325,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAI8'}]"
Frø Jordbær,"Måneds-, Rügen",44.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-jordbaer-maneds-r-gen-200191,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAI9'}]"
Frø Flittig Lise,"Colour Parade F2, bland.",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-flittig-lise-colour-parade-f2-bland-200333,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAI%2B'}]"
Frø Sandsennep,"Rucola-Type, Wildfire",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-sandsennep-rucola-type-wildfire-200298,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAI%2F'}]"
Frø Mix,Evighetsblomster,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-mix-evighetsblomster-200323,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJA'}]"
Frø Asters,"Princess, mix",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-asters-princess-mix-200322,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJB'}]"
Frø Reddik,French Breakfast 3,44.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-reddik-french-breakfast-3-200183,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJC'}]"
Frø Timian,"Krydder-, German Winter",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-timian-krydder-german-winter-200309,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJD'}]"
Frø Rosmarin,,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-rosmarin-200282,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJE'}]"
Frø Ert,"Sukker-, Norli, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-ert-sukker-norli-organic-200320,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJF'}]"
Frø Tomat,"Høy, Tigerella",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-tomat-hoy-tigerella-200314,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJG'}]"
Frø Spinat,"Vroeg Reuzenblad, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-spinat-vroeg-reuzenblad-organic-200301,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJH'}]"
Frø Reddik,"Flamboyant 2, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-reddik-flamboyant-2-organic-200284,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJI'}]"
Frø Brønnkarse,,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-bronnkarse-200318,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJJ'}]"
Frø Lobelia,"Henge-, Saphir, blå",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-lobelia-henge-saphir-bla-200344,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJK'}]"
Frø Persille,"Krus-, Grüne Perle, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-persille-krus-gr-ne-perle-organic-200276,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJL'}]"
Frø Mix,Engblomster,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-mix-engblomster-200328,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJM'}]"
Frø Timian,Smal-,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-timian-smal-200306,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJN'}]"
Frø Salatsennep,Rucola,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-salatsennep-rucola-200300,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJO'}]"
Frø Mix,"Sommerblomster, rosa",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-mix-sommerblomster-rosa-200327,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJP'}]"
Frø Rødbete,Hullahoop mix,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-rodbete-hullahoop-mix-200289,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJQ'}]"
Frø Merian,,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-merian-200268,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJR'}]"
Frø Salvie,organic,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-salvie-organic-200297,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJS'}]"
Frø Rødbete,"Detroit 2, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-rodbete-detroit-2-organic-200288,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJT'}]"
Frø Bladbete,"White Silver 3, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-bladbete-white-silver-3-organic-200267,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJU'}]"
Frø Dill,"Blad-, Bouquet",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-dill-blad-bouquet-200243,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJV'}]"
Frø Rødbete,Burpees Golden,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-rodbete-burpees-golden-200287,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJW'}]"
Frø Malabarspinat,Rød,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-malabarspinat-rod-200265,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJX'}]"
Frø Dill,"Blad-, Gold Crown, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-dill-blad-gold-crown-organic-200242,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJY'}]"
Frø Ert,"Marg-, Kelvedon Wonder, lav",24.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-ert-marg-kelvedon-wonder-lav-200153,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJZ'}]"
Frø Kål,"Grønn-, Black Magic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-kal-gronn-black-magic-200258,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJa'}]"
Frø Sitronmelisse,"Lemona, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-sitronmelisse-lemona-organic-200241,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJb'}]"
Frø Asters,"Dobbeltblomstrende, mix",44.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-asters-dobbeltblomstrende-mix-200198,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJc'}]"
Frø Reddik,"Saxa 2, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-reddik-saxa-2-organic-200286,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJd'}]"
Frø Bønne,"Brekk-, Ferrari",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-bonne-brekk-ferrari-200236,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJe'}]"
Frø Kål,"Grønn-, Westlandse Winter",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-kal-gronn-westlandse-winter-200257,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJf'}]"
Frø Persille,"Glattbl. Gigan.D'Italia, Orga.",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-persille-glattbl-gigan-d-italia-orga-200277,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJg'}]"
Frø Salat,"Blad-, Lollo Rossa",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-salat-blad-lollo-rossa-200291,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJh'}]"
Frø Persille,"Glattbladet, Comun 3",24.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-persille-glattbladet-comun-3-200146,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJi'}]"
Frø Oregano,"Bergmynte, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-oregano-bergmynte-organic-200273,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJj'}]"
Frø Rødbete,Forono,44.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-rodbete-forono-200185,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJk'}]"
Frø Physalis,,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-physalis-200250,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJl'}]"
Frø Bønne,"Pryd-, Hestia, lav",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-bonne-pryd-hestia-lav-200233,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJm'}]"
Frø Gulrot,"Sommer-, Barlicum 2, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-gulrot-sommer-barlicum-2-organic-200271,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJn'}]"
Frø Salat,"Plukk-, Amerikanischer brauner",14.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-salat-plukk-amerikanischer-brauner-200125,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJo'}]"
Frø Reddik,Amethyst,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-reddik-amethyst-200283,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJp'}]"
Frø Bønne,"Brekk-, Mistik",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-bonne-brekk-mistik-200237,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJq'}]"
Frø Persille,"Rot-, Halblange",44.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-persille-rot-halblange-200180,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJr'}]"
Frø Ringblomst,Radio,14.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-ringblomst-radio-200134,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJs'}]"
Frø Japanske,"bladgrønnsaker, Tatsoi",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-japanske-bladgronnsaker-tatsoi-200254,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJt'}]"
Frø Basilikum,"Småbladet, Balkon Star",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-basilikum-smabladet-balkon-star-200232,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJu'}]"
Frø Rødbete,Detroit 2,14.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-rodbete-detroit-2-200124,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJv'}]"
Frø Basilikum,Salat,54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-basilikum-salat-200231,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJw'}]"
Frø Koriander,"Cadiz, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-koriander-cadiz-organic-200251,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJx'}]"
Frø Chilipepper,Lombardo,44.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-chilipepper-lombardo-200168,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJy'}]"
Frø Purre,"Herbstriesen 2, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-purre-herbstriesen-2-organic-200263,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJz'}]"
Frø Kål,"Grønn-, Half Tall",14.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-kal-gronn-half-tall-200121,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJ0'}]"
Frø Basilikum,"Glattbladet, grønn",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-basilikum-glattbladet-gronn-200228,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJ1'}]"
Frø Agurk,"Frilands-, Marketer, organic",54.9,,3 for 2,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,,2024-01-14T00:00:00Z,2024-01-20T00:00:00Z,https://www.europris.no/p-fro-agurk-frilands-marketer-organic-200249,,,,hus-hage,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdwAJ2'}]"
