product,product_information,price,price_ordinary,customer_discount_percentage,customer_offer_valid_from,customer_offer_valid_to,member_offer,member_offer_available_from,member_offer_available_to,product_link,member_price,member_price_valid_from,member_price_valid_to,produkter_kategorier,links
Hodetelefon,"On-ear, bt, hvit, JVC",399.0,,"Spar 199,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-hodetelefon-on-ear-bt-hvit-jvc-194808,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAL7'}]"
Hodetelefon,"On-ear, bt, sort, JVC",399.0,,"Spar 199,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-hodetelefon-on-ear-bt-sort-jvc-194809,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAL8'}]"
Hodetelefon,"blåtann, hvit, Grundig",399.0,,"Spar 199,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-hodetelefon-blatann-hvit-grundig-196126,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAL9'}]"
Hodetelefon,"blåtann, sort, Grundig",399.0,,"Spar 199,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-hodetelefon-blatann-sort-grundig-196127,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAL%2B'}]"
Hodetelefon,"On-ear HA-S36W sort, JVC",499.0,,"Spar 249,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-hodetelefon-on-ear-ha-s36w-sort-jvc-211398,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAL%2F'}]"
Baden Baden stol,Blå,599.0,,"Spar 200,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-baden-baden-stol-bla-179165,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMA'}]"
Baden Baden stol,Grå,599.0,,"Spar 200,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-baden-baden-stol-gra-179166,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMB'}]"
Baden Baden stol,Sort,599.0,,"Spar 200,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-baden-baden-stol-sort-179164,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMC'}]"
Oliventre,145 cm kunstig,799.0,,"Spar 319,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-oliventre-145-cm-kunstig-209457,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMD'}]"
Lommebok,til iPhone X,149.9,,Spar 30%,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-lommebok-til-iphone-x-186112,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAME'}]"
Lommebok,til iPhone 6/7/8 plus,149.9,,Spar 30%,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-lommebok-til-iphone-6-7-8-plus-186111,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMF'}]"
Fikus 70 cm,i potte,179.9,,Spar 40%,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-fikus-70-cm-i-potte-186298,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMG'}]"
Håndbagasje,"Blå, klosser",239.4,399.0,"Spar 159,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-handbagasje-bla-klosser-192389,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMH'}]"
Håndbagasje,"55 cm, blå, Domi",239.4,399.0,"Spar 159,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-handbagasje-55-cm-bla-domi-206522,,,,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMI'}]"
Fikus tre,120 cm,279.3,,"Spar 111,-",2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,,2024-03-24T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-fikus-tre-120-cm-195784,,,,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMJ'}]"
Dørmatte,40x60 cm gummi,79.9,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-40x60-cm-gummi-199376,4794.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMK'}]"
Dørmatte,48x78 cm print vinter,79.9,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-48x78-cm-print-vinter-190268,4794.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAML'}]"
Matte,50x80 cm jul,99.9,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-matte-50x80-cm-jul-208259,5994.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMM'}]"
Dørmatte,40x70 cm m/filt front,99.9,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-40x70-cm-m-filt-front-199377,5994.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMN'}]"
Matte Villarosa,50 x 80 cm,119.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-matte-villarosa-50-x-80-cm-203404,7140.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMO'}]"
Superabsorberende dørmatte,45x70 cm,129.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-superabsorberende-dormatte-45x70-cm-177786,7740.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMP'}]"
Dørmatte,45x75 cm gummi,139.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-45x75-cm-gummi-203726,8340.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMQ'}]"
Dørmatte Prisma,50 x 80 cm gul,139.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-prisma-50-x-80-cm-gul-203685,8340.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMR'}]"
Dørmatte Shuffle,50 x 80 cm,139.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-shuffle-50-x-80-cm-203684,8340.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMS'}]"
Dørmatte,50x80 cm Square,149.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-50x80-cm-square-207717,8940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMT'}]"
Dørmatte,50x80 cm Cue Blue,149.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-50x80-cm-cue-blue-207718,8940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMU'}]"
Dørmatte,50x80 cm grå Highline,149.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-50x80-cm-gra-highline-207779,8940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMV'}]"
Dørmatte,50x80 cm grønn Highline,149.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-50x80-cm-gronn-highline-207716,8940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMW'}]"
Dørmatte Manhattan,50 x 80 cm,149.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-manhattan-50-x-80-cm-203683,8940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMX'}]"
Dørmatte,45x75 cm m/print,179.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-45x75-cm-m-print-171432,10740.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMY'}]"
Dørmatte,45x75 cm halvmåne,179.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-dormatte-45x75-cm-halvmane-171435,10740.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMZ'}]"
Juletrematte,ø 100 cm,199.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-juletrematte-o-100-cm-208258,11940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMa'}]"
Gulvløper Bilbao,80 x 150 cm,239.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-bilbao-80-x-150-cm-200606,14340.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMb'}]"
Høyttaler sort,Sonic boost 210 BT Motorola,249.0,,,,,"Spar 124,-",2024-03-28T00:00:00Z,2024-04-01T00:00:00Z,https://www.europris.no/p-hoyttaler-sort-sonic-boost-210-bt-motorola-195154,12450.0,2024-03-28T00:00:00Z,2024-04-01T00:00:00Z,fritid,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMc'}]"
Gulvløper Nizza,"L150 x B80 cm, antrasitt",249.0,,,,,Spar 40%,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-nizza-l150-x-b80-cm-antrasitt-203411,14940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMd'}]"
Uteteppe,ø 180 cm,299.0,,,,,"Spar 119,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-uteteppe-o-180-cm-196471,17940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMe'}]"
Uteteppe,160x230 cm,299.0,,,,,"Spar 119,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-uteteppe-160x230-cm-187706,17940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMf'}]"
Lammeskinn,"70x50 cm, hvit",299.0,,,,,Spar 30%,2024-03-28T00:00:00Z,2024-04-01T00:00:00Z,https://www.europris.no/p-lammeskinn-70x50-cm-hvit-179811,20930.0,2024-03-28T00:00:00Z,2024-04-01T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMg'}]"
Gulvløper Sevilla,L150 x B80 cm,329.0,,,,,"Spar 131,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-sevilla-l150-x-b80-cm-199635,19740.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMh'}]"
Gulvløper Villano,L150 x B80 cm,329.0,,,,,"Spar 131,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-villano-l150-x-b80-cm-200929,19740.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMi'}]"
Gulvløper Villarosa,80 x 150 cm,329.0,,,,,"Spar 131,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-villarosa-80-x-150-cm-203405,19740.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMj'}]"
Gulvløper Nizza,"L220 x B80 cm, antrasitt",369.0,,,,,"Spar 147,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-nizza-l220-x-b80-cm-antrasitt-203420,22140.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMk'}]"
Gulvløper,80x150 cm Lindøya,399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-80x150-cm-lindoya-210687,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMl'}]"
Gulvløper Bali,L150 x B80 cm,399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-bali-l150-x-b80-cm-206773,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMm'}]"
Gulvløper Cosy,"L150 x B80 cm, beige",399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-cosy-l150-x-b80-cm-beige-199643,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMn'}]"
Gulvløper Cosy,"L150 x B80 cm, mørk grå",399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-cosy-l150-x-b80-cm-mork-gra-199644,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMo'}]"
Gulvløper Efor,"L150 x B80 cm, gul",399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-efor-l150-x-b80-cm-gul-203414,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMp'}]"
Gulvløper Ibiza,"80x150 cm, grønn",399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-ibiza-80x150-cm-gronn-211950,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMq'}]"
Gulvløper Bilbao,80 x 220 cm,399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-bilbao-80-x-220-cm-200607,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMr'}]"
Gulvløper Hvaler,80 x 150 cm ute og inne,399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-hvaler-80-x-150-cm-ute-og-inne-197355,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMs'}]"
Gulvløper Madrid,80x150 cm kobber,399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-madrid-80x150-cm-kobber-207187,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMt'}]"
Gulvløper Risør,80 x 150 cm,399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-risor-80-x-150-cm-203210,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMu'}]"
Gulvløper Skagen,L150 x 80 cm,399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-skagen-l150-x-80-cm-206775,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMv'}]"
Gulvløper Firenze,L150 x B80 cm,399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-firenze-l150-x-b80-cm-203401,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMw'}]"
Gulvløper Timbers,"L150 x B80 cm, beige",399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-timbers-l150-x-b80-cm-beige-207188,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMx'}]"
Gulvløper Kragerø,80 x 150 cm,399.0,,,,,"Spar 159,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-kragero-80-x-150-cm-203070,23940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMy'}]"
Gulvløper Granada,"L150 x B80 cm, blå",469.0,,,,,"Spar 187,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-granada-l150-x-b80-cm-bla-203409,28140.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAMz'}]"
Gulvløper Villarosa,L220 x B80 cm,469.0,,,,,"Spar 187,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-villarosa-l220-x-b80-cm-203406,28140.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM0'}]"
Gulvløper Azur,L200 x B80 cm,499.0,,,,,"Spar 199,-",2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,https://www.europris.no/p-gulvloper-azur-l200-x-b80-cm-207112,29940.0,2024-03-28T00:00:00Z,2024-03-30T00:00:00Z,hjem-interior,"[{'rel': 'self', 'href': 'https://g98a3adf2c98659-weather.adb.eu-stockholm-1.oraclecloudapps.com/ords/admin/products_2024_05_03/AAAabtAAAAAAFdZAM1'}]"
